0.000000e+00	1.000894e+00
9.998239e-01	5.582648e-04
9.063528e-01	4.839991e-02
4.346563e-01	3.412542e-01
2.776527e-03	9.481775e-01
8.637814e-01	7.110066e-02
1.002576e-01	6.840160e-01
2.661545e-01	4.847829e-01
7.676639e-01	1.242920e-01
4.788787e-01	3.084895e-01
7.296633e-01	1.462724e-01
2.501679e-01	5.004362e-01
9.698083e-01	1.559907e-02
3.708280e-01	3.915833e-01
1.223238e-01	6.510125e-01
5.622937e-01	2.507143e-01
8.008601e-01	1.055184e-01
3.103061e-01	4.435478e-01
1.392489e-01	6.275892e-01
5.892534e-01	2.328711e-01
2.714016e-02	8.360744e-01
6.458712e-02	7.465693e-01
6.145020e-01	2.165702e-01
2.015819e-01	5.516237e-01
2.015819e-01	5.516237e-01
4.619422e-02	7.857966e-01
1.208973e-02	8.908913e-01
4.989147e-01	2.942392e-01
3.407019e-01	4.168788e-01
7.762082e-02	7.221565e-01
6.975356e-01	1.653628e-01
1.335934e-02	8.852564e-01
5.329248e-01	2.705500e-01
4.030106e-01	3.658016e-01
6.750643e-01	1.789305e-01
5.217681e-01	2.781843e-01
8.292048e-01	8.983517e-02
6.477809e-01	1.956838e-01
3.114051e-01	4.425615e-01
4.052382e-01	3.639459e-01
