0.000000e+00	1.003158e+00
1.000000e+00	1.579356e-03
4.255995e-01	3.497476e-01
2.815685e-02	8.351142e-01
3.843496e-01	3.822365e-01
6.780460e-01	1.784228e-01
8.811283e-01	6.300566e-02
5.952537e-01	2.304129e-01
7.818188e-01	1.175719e-01
5.144077e-02	7.759946e-01
1.157098e-01	6.624794e-01
9.104814e-02	7.009591e-01
1.464531e-02	8.819479e-01
1.396602e-01	6.288771e-01
5.081818e-01	2.891788e-01
2.560819e-01	4.963136e-01
7.268248e-01	1.492723e-01
3.542422e-01	4.104956e-01
9.137584e-01	4.574189e-02
5.520678e-01	2.589875e-01
1.797690e-01	5.785164e-01
1.616554e-01	6.004589e-01
4.990902e-02	7.794037e-01
4.664206e-01	3.191306e-01
2.952989e-01	4.625327e-01
9.611548e-01	2.122526e-02
7.174606e-01	1.547907e-01
9.429794e-01	3.055467e-02
5.641379e-01	2.508969e-01
2.072963e-01	5.471606e-01
2.381416e-01	5.143898e-01
6.376657e-01	2.033583e-01
6.427342e-03	9.228840e-01
2.123914e-03	9.569994e-01
6.376657e-01	2.033583e-01
9.173605e-02	6.998006e-01
4.905296e-01	3.016748e-01
8.340556e-01	8.846383e-02
2.037777e-01	5.510475e-01
9.964359e-01	3.366777e-03
