# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
8.872373e-01	3.082041e+00	8.872373e-01	7.408711e-01	7.150535e-01	3.384384e-01	5.187442e-01	9.330112e-01	7.641169e-01	9.631616e-01	5.632460e-01	4.265465e-01	1.135216e-01	1.150102e-01	6.438409e-01	3.274428e-01	6.636882e-01	8.490746e-01	7.040058e-02	4.155801e-01	6.181987e-01	2.930021e-01	2.350696e-01	6.364484e-02	4.863236e-02	8.314447e-01	1.462571e-01	9.447497e-01	2.123661e-01	6.724734e-01	2.599542e-01	1.674721e-01	0.000000e+00	4	1.068230e-01
3.508933e-01	4.677113e+00	3.508933e-01	1.161067e-01	9.765510e-01	2.371417e-01	5.371281e-01	2.300204e-01	7.717393e-01	7.934300e-01	3.273763e-01	8.009254e-01	8.393648e-01	8.311603e-01	4.155124e-01	6.475769e-01	4.316249e-01	2.938819e-01	4.522931e-01	8.520776e-01	8.202484e-01	4.033406e-01	9.696329e-01	3.166147e-01	3.188742e-01	9.329701e-01	7.711306e-01	7.643202e-01	4.779118e-01	8.013102e-01	2.887237e-01	1.612719e-01	0.000000e+00	11	1.000000e+14
9.706869e-01	3.194352e+00	9.706869e-01	6.357852e-01	7.623205e-01	5.871817e-01	2.823614e-01	6.994978e-01	9.962639e-01	8.958179e-01	3.698062e-01	3.967815e-01	2.183230e-01	5.953317e-01	2.148581e-01	3.233691e-01	9.184549e-01	7.447707e-01	1.156623e-01	1.149158e-01	3.751266e-01	1.804295e-01	7.344543e-01	8.711632e-01	9.712305e-01	6.200202e-03	3.802064e-01	4.803215e-01	2.142304e-01	6.499601e-01	2.547668e-01	5.305226e-01	0.000000e+00	7	1.000000e+14
7.754753e-01	3.404694e+00	7.754753e-01	8.976122e-01	9.575701e-01	4.041440e-01	6.210418e-01	2.358286e-01	2.006543e-01	3.242078e-01	5.131700e-01	5.491113e-01	3.366308e-01	7.371617e-01	4.451218e-01	2.229111e-01	2.351786e-01	4.454515e-01	3.476437e-01	9.267699e-01	2.908091e-01	5.500897e-01	8.279518e-01	5.465435e-01	7.582011e-01	3.857966e-01	7.307470e-02	6.782151e-01	3.581766e-01	9.661399e-01	4.653281e-02	4.988436e-01	0.000000e+00	6	1.665716e-01
6.720562e-01	2.893402e+00	6.720562e-01	3.826478e-01	8.206950e-01	6.015065e-02	4.811613e-01	1.502099e-01	9.919470e-01	8.819052e-02	4.730034e-01	3.971270e-01	1.888924e-01	7.785933e-01	8.431752e-02	6.303398e-01	9.065025e-01	3.246197e-01	2.130293e-01	6.204036e-01	3.071317e-01	8.021063e-01	8.560539e-01	6.838201e-01	2.082339e-01	3.167905e-02	1.034192e-01	5.149643e-01	1.368751e-01	3.439933e-01	1.398805e-01	8.561871e-02	0.000000e+00	2	1.106716e-01
2.087073e-01	3.985741e+00	2.087073e-01	2.360173e-01	4.016660e-02	1.519843e-01	1.477384e-01	9.585684e-01	3.608043e-01	5.925713e-01	3.286761e-01	1.208318e-01	1.346144e-01	3.063663e-01	4.887027e-01	6.940358e-01	1.441316e-01	3.383095e-01	7.265221e-01	2.823774e-01	5.581104e-01	5.413400e-01	1.418323e-02	8.262594e-01	9.609141e-01	2.901363e-01	4.360389e-01	3.424812e-01	6.687107e-01	9.124122e-01	5.225929e-01	7.894055e-01	0.000000e+00	4	8.751852e-02
3.993757e-01	4.638507e+00	3.993757e-01	7.595144e-01	3.521716e-01	2.625126e-01	8.825261e-01	7.494025e-01	5.956148e-01	9.363040e-01	7.623709e-01	9.863102e-01	4.865072e-01	3.380263e-01	7.490213e-01	2.607663e-01	8.418707e-01	8.575607e-01	2.473198e-01	7.415428e-01	6.673803e-01	1.724831e-01	4.681644e-01	4.315811e-01	6.172876e-01	2.962132e-01	8.093315e-01	4.765028e-01	6.879950e-01	8.894716e-01	2.652123e-01	2.091659e-01	0.000000e+00	10	1.723453e-01
7.651895e-01	3.564062e+00	7.651895e-01	6.562673e-01	5.663052e-01	1.345217e-01	6.481071e-01	9.683400e-01	2.279364e-01	8.521652e-01	2.865709e-01	9.098970e-02	9.849793e-01	6.149971e-01	3.856273e-01	7.317565e-02	5.826021e-01	2.089718e-01	6.647009e-01	4.808048e-01	9.595361e-01	6.544862e-01	7.792391e-01	6.471999e-01	3.134270e-01	2.421600e-02	7.431084e-01	1.932092e-01	2.176499e-01	6.144055e-01	9.141861e-01	4.692331e-01	0.000000e+00	9	2.027679e-01
3.676784e-01	3.442035e+00	3.676784e-01	8.413879e-02	4.758000e-01	8.953205e-01	5.015279e-01	7.230291e-01	3.633941e-01	1.875907e-01	2.592686e-01	6.485889e-01	5.826189e-01	2.607380e-01	7.078442e-01	5.179969e-01	6.889253e-01	7.843813e-01	3.038606e-01	2.719972e-01	6.622316e-02	2.832936e-01	4.703451e-01	2.750661e-01	3.510262e-01	7.399328e-01	3.975112e-01	5.721286e-01	9.050524e-02	2.392012e-01	1.465792e-01	2.453109e-01	0.000000e+00	2	1.117447e-01
4.034574e-02	5.645155e+00	4.034574e-02	5.928966e-01	6.379820e-01	5.083708e-01	7.242413e-01	9.071529e-01	8.676304e-01	3.842504e-01	7.982208e-01	9.051112e-01	3.927037e-01	4.145816e-01	6.762424e-01	1.841411e-01	5.041730e-01	2.961736e-01	5.734942e-01	6.267048e-01	1.709798e-01	1.027040e-01	9.784487e-01	4.678263e-01	6.688752e-01	5.524577e-01	3.273326e-01	4.912422e-01	8.378179e-01	3.869497e-01	7.772866e-01	8.158762e-01	0.000000e+00	5	1.000000e+14
