# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
3.874473e-10	1.004622e+00	3.874473e-10	8.099374e-05	1.582197e-04	8.901209e-05	3.995584e-04	8.980339e-05	3.827683e-04	1.208207e-03	9.426062e-05	9.599356e-04	3.036059e-03	1.504879e-03	2.315839e-04	1.177925e-04	3.171053e-05	3.236818e-04	4.249965e-05	1.025537e-03	1.200914e-03	2.924753e-05	6.126995e-05	3.117909e-04	1.710409e-03	4.037393e-05	6.369810e-04	7.172582e-05	2.094609e-05	4.261780e-05	8.143698e-04	2.389276e-04	0.000000e+00	1	1.000000e+14
9.997523e-01	2.172657e-03	9.997523e-01	1.881812e-04	1.375978e-03	5.774119e-04	3.966365e-05	8.807869e-05	9.216650e-05	1.135233e-04	8.689761e-04	2.957939e-04	2.299843e-03	4.395120e-04	2.312448e-04	1.078219e-04	1.169841e-05	1.239273e-04	2.352368e-05	2.450879e-04	5.753571e-04	2.602123e-04	4.596913e-04	1.588384e-04	1.936866e-03	2.132908e-04	8.081136e-05	3.779486e-05	1.873697e-05	1.167685e-03	9.121135e-04	2.444449e-04	0.000000e+00	1	1.000000e+14
1.625806e-01	5.999334e-01	1.625806e-01	3.332876e-04	9.568267e-04	2.286220e-04	3.133694e-04	1.068685e-04	4.378718e-04	7.491109e-05	5.784472e-04	2.260568e-04	1.695927e-03	9.216346e-04	4.614850e-04	4.801211e-05	4.061874e-05	5.596809e-04	3.454967e-04	5.533055e-04	1.094002e-03	9.272732e-04	3.949371e-05	1.513353e-04	1.133961e-03	6.746234e-05	3.783526e-04	1.101578e-04	3.529047e-05	1.347673e-05	8.442215e-04	1.727428e-05	0.000000e+00	1	3.289675e-02
2.325201e-02	8.520551e-01	2.325201e-02	6.180768e-05	9.381986e-04	2.402191e-04	3.128070e-04	1.100500e-04	2.351613e-04	1.330084e-04	9.884891e-05	7.971683e-04	1.262461e-03	3.062831e-04	2.460328e-04	1.548805e-05	8.602091e-04	2.066324e-04	4.419844e-05	1.620886e-04	1.476626e-03	1.222160e-04	1.616298e-06	7.327541e-04	7.509625e-04	1.179702e-04	1.099642e-04	2.443175e-06	1.033308e-03	1.162704e-03	2.300111e-04	4.067576e-03	0.000000e+00	1	3.252758e-02
7.780594e-01	1.206283e-01	7.780594e-01	2.514239e-04	3.055748e-04	1.331036e-04	2.156102e-04	2.278693e-04	1.914080e-05	5.987687e-05	7.069424e-04	5.827966e-04	2.127779e-03	2.949115e-04	6.647558e-05	1.106280e-04	4.292844e-05	9.457303e-05	3.858095e-05	3.894485e-04	5.592293e-04	5.590829e-04	2.323773e-03	2.333533e-05	1.255214e-03	2.473298e-04	1.292976e-04	1.022663e-04	1.560901e-04	1.976467e-04	2.321336e-04	4.126181e-03	0.000000e+00	1	3.231727e-02
3.494954e-02	8.201765e-01	3.494954e-02	1.410108e-04	7.896893e-04	5.961094e-04	4.468704e-04	2.049721e-04	4.380068e-05	1.333704e-03	2.967047e-04	1.516794e-03	1.293187e-04	7.772152e-04	2.055985e-05	7.645009e-05	9.456588e-04	9.861354e-05	1.577281e-05	8.430270e-03	2.363111e-04	3.998646e-03	4.573233e-04	5.826105e-04	1.703306e-03	5.957272e-05	1.421380e-04	2.353201e-04	3.809201e-04	1.278165e-03	1.904711e-04	1.904356e-04	0.000000e+00	1	3.038946e-02
8.047860e-01	1.087433e-01	8.047860e-01	1.380974e-02	1.385543e-03	8.268926e-05	5.349023e-04	3.022021e-05	8.608876e-05	1.763070e-03	8.016698e-04	2.134289e-04	9.790431e-04	2.914429e-03	2.356594e-04	9.017049e-04	3.426856e-04	1.291025e-04	1.837695e-04	7.919214e-04	1.314981e-04	4.596889e-03	3.432750e-05	6.269474e-04	8.172718e-05	3.653810e-04	1.157309e-04	8.051940e-05	1.301235e-03	3.634469e-05	4.443159e-04	1.061904e-03	0.000000e+00	1	2.984291e-02
8.634213e-01	7.387295e-02	8.634213e-01	1.100017e-04	8.603054e-04	5.808130e-04	5.912624e-04	1.145373e-04	6.997396e-04	9.979713e-04	4.620003e-05	2.779450e-04	5.404096e-05	6.061295e-04	5.136476e-04	1.134457e-03	1.512172e-03	7.150814e-05	3.616417e-04	1.089460e-04	6.121409e-04	7.995118e-05	2.964018e-03	2.349810e-03	5.736510e-04	1.575345e-03	4.340540e-05	2.257333e-04	3.362533e-04	9.861849e-06	1.213849e-04	9.663157e-04	0.000000e+00	1	2.974679e-02
5.449239e-02	7.706098e-01	5.449239e-02	1.917376e-04	1.364487e-03	1.384416e-03	1.428928e-04	2.365623e-04	2.384205e-04	2.945983e-05	8.175736e-04	2.204780e-04	2.705216e-03	9.124417e-06	3.935009e-04	9.375217e-05	3.343326e-04	1.129271e-04	5.192037e-06	1.565524e-04	6.085744e-04	9.901885e-04	3.824429e-04	1.443009e-04	1.413185e-04	1.149757e-04	8.445386e-05	1.219713e-04	2.764725e-04	1.252472e-03	1.555502e-03	6.479339e-04	0.000000e+00	1	2.811688e-02
4.025963e-01	3.772292e-01	4.025963e-01	2.975156e-03	1.526986e-03	3.263527e-04	2.496054e-04	2.223691e-04	1.049924e-04	3.884087e-05	8.104748e-04	1.208671e-03	9.956446e-04	6.080090e-03	4.379263e-04	9.897553e-06	1.101100e-04	1.278589e-03	3.286331e-02	1.306492e-03	6.947497e-04	3.018739e-04	1.821850e-06	1.190080e-04	1.101722e-03	1.121760e-04	7.436184e-04	1.290837e-04	3.135961e-04	7.175003e-04	6.338898e-05	4.251758e-04	0.000000e+00	1	2.738406e-02
