0.000000e+00	1.001530e+00
9.999778e-01	7.809906e-04
3.441314e-01	4.144657e-01
3.196613e-01	4.357756e-01
5.718525e-01	2.451642e-01
5.948281e-01	2.299187e-01
4.128219e-01	3.585376e-01
2.492610e-01	5.019061e-01
2.669500e-01	4.845321e-01
2.886110e-02	8.330941e-01
3.700962e-01	3.929165e-01
8.296908e-01	8.999986e-02
4.453933e-01	3.336474e-01
1.007519e-01	6.838629e-01
9.232566e-01	3.998424e-02
3.500765e-04	9.827849e-01
4.867622e-01	3.035238e-01
1.149349e-01	6.623533e-01
3.941368e-01	3.732788e-01
1.157011e-02	8.941078e-01
6.086184e-01	2.209435e-01
5.250047e-01	2.763293e-01
2.372913e-01	5.141327e-01
6.228609e-01	2.118720e-01
5.576209e-01	2.543294e-01
1.838836e-01	5.724663e-01
9.428031e-01	2.982163e-02
3.871231e-01	3.797796e-01
1.585377e-01	6.031588e-01
4.796997e-03	9.324180e-01
6.974256e-01	1.658029e-01
8.988703e-01	5.281777e-02
6.356816e-01	2.036559e-01
2.168323e-01	5.357558e-01
3.833757e-02	8.057140e-01
9.599052e-01	2.102191e-02
6.842568e-01	1.738790e-01
2.272664e-01	5.246303e-01
8.661750e-01	7.007999e-02
6.713799e-01	1.818834e-01
7.921935e-01	1.108776e-01
2.929452e-01	4.599056e-01
1.424405e-01	6.238654e-01
1.281352e-01	6.432763e-01
5.533669e-02	7.664836e-01
8.142866e-01	9.855645e-02
3.094408e-01	4.451703e-01
4.736833e-01	3.128969e-01
4.914328e-02	7.797521e-01
9.113261e-01	4.627288e-02
6.890025e-02	7.388500e-01
1.531328e-01	6.102078e-01
1.876866e-02	8.648031e-01
7.076899e-03	9.173714e-01
5.169304e-01	2.831053e-01
7.428593e-01	1.389827e-01
7.112412e-01	1.576944e-01
8.054726e-01	1.035850e-01
4.590066e-01	3.235477e-01
9.802881e-01	1.067509e-02
9.014968e-02	7.010138e-01
5.434952e-01	2.640261e-01
1.360497e-01	6.326011e-01
6.587279e-01	1.895664e-01
1.725387e-01	5.861598e-01
1.195618e-01	6.554768e-01
2.999538e-01	4.535585e-01
4.278949e-01	3.470111e-01
7.465304e-02	7.280306e-01
4.304264e-01	3.449824e-01
4.373781e-02	7.921280e-01
5.013036e-01	2.928885e-01
8.467550e-01	8.063024e-02
2.066374e-01	5.469316e-01
7.793143e-01	1.182559e-01
1.939765e-01	5.609875e-01
7.574568e-01	1.307924e-01
2.080844e-03	9.558681e-01
7.734987e-01	1.214691e-01
8.269548e-02	7.137784e-01
8.831414e-01	6.109392e-02
7.353613e-01	1.433555e-01
9.546598e-02	6.927339e-01
9.905443e-03	9.023751e-01
2.791723e-01	4.730812e-01
3.578140e-01	4.029975e-01
9.945979e-01	3.466122e-03
2.087653e-03	9.557935e-01
8.535451e-01	7.699731e-02
8.806780e-01	6.242014e-02
9.521983e-01	2.514164e-02
7.253161e-01	1.492170e-01
5.046972e-01	2.909007e-01
7.612240e-01	1.285335e-01
4.650627e-01	3.192857e-01
1.951708e-02	8.618462e-01
1.735344e-01	5.847704e-01
6.491281e-01	1.951536e-01
5.450427e-01	2.626442e-01
2.791723e-01	4.730812e-01
