# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 10, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
9.998969e-01	1.588723e-03	9.998969e-01	5.663225e-06	7.708039e-04	-7.328939e-05	5.034942e-04	-3.901419e-04	-5.336645e-04	-2.519476e-05	5.649409e-04	-1.508601e-03	0.000000e+00	1	1.000000e+14
0.000000e+00	1.002735e+00	0.000000e+00	-4.436418e-05	5.504291e-04	7.682962e-05	4.706750e-04	-4.918403e-04	-2.087494e-04	2.748293e-05	-3.807244e-04	-1.579787e-03	0.000000e+00	1	1.000000e+14
4.378904e-01	3.412123e-01	4.378904e-01	-3.740220e-04	7.756719e-04	7.638768e-05	1.236738e-03	-4.468945e-04	-3.723553e-04	2.126241e-04	-3.914493e-04	-1.658565e-03	0.000000e+00	1	1.869058e-02
3.699682e-01	3.939294e-01	3.699682e-01	-2.507663e-04	-8.237058e-04	6.308359e-06	4.449510e-04	-1.834029e-04	-5.402973e-04	2.156843e-05	6.151139e-05	-1.640554e-03	0.000000e+00	1	1.767455e-02
1.627425e-03	9.625632e-01	1.627425e-03	-9.885863e-05	-4.913458e-04	3.094502e-06	4.290312e-04	-8.445742e-04	-3.979843e-04	1.693967e-05	-3.550425e-04	-1.521976e-03	0.000000e+00	1	1.491038e-02
9.450297e-01	2.937173e-02	9.450297e-01	-2.995139e-04	7.882013e-04	-1.437552e-04	4.563580e-04	-1.634926e-04	-3.220195e-04	5.630127e-06	-3.388143e-04	-1.581012e-03	0.000000e+00	1	1.477342e-02
4.516044e-01	3.301878e-01	4.516044e-01	-3.962972e-04	8.197371e-04	5.078015e-04	4.863162e-04	-1.606699e-04	-4.825574e-04	-1.301164e-05	-3.141967e-04	-1.585566e-03	0.000000e+00	1	1.455172e-02
9.518270e-01	2.600376e-02	9.518270e-01	-3.813280e-04	-7.407425e-04	-5.572429e-06	4.297189e-04	-4.692787e-04	-5.175814e-04	2.029367e-04	-3.822017e-04	-1.563221e-03	0.000000e+00	1	1.453944e-02
7.974740e-01	1.086203e-01	7.974740e-01	-7.520881e-05	-5.056677e-04	-1.450876e-04	4.686992e-04	-6.346798e-04	-6.287827e-04	2.583414e-04	-1.858429e-04	-1.526796e-03	0.000000e+00	1	1.422512e-02
8.643425e-01	7.108516e-02	8.643425e-01	-3.325002e-04	-3.043022e-04	-4.700189e-05	4.611018e-04	-1.735877e-04	-7.796082e-04	3.000391e-04	-1.627992e-04	8.266955e-04	0.000000e+00	1	1.413039e-02
5.871537e-01	2.359431e-01	5.871537e-01	-4.299147e-05	-7.948094e-04	-1.175770e-04	4.672739e-04	-8.484369e-04	-3.799815e-04	5.592387e-04	7.098167e-05	-1.570509e-03	0.000000e+00	1	1.405489e-02
8.796204e-01	6.288727e-02	8.796204e-01	-6.006472e-05	-5.086842e-04	-1.172542e-04	5.611233e-04	-1.873080e-04	-7.158362e-04	3.993412e-05	7.320925e-05	8.266955e-04	0.000000e+00	1	1.400670e-02
1.010601e-01	6.849116e-01	1.010601e-01	-2.616630e-04	-7.032909e-04	2.225702e-05	5.103466e-04	-6.977984e-04	-2.244345e-04	-5.543767e-04	-3.003624e-04	-1.571081e-03	0.000000e+00	1	1.396399e-02
